item_key,model,pew_dist,matched_n_valid,tv_matched,matched_ppa_n_valid,tv_matched_ppa
ECON5_c_W54,llama31-instruct,"[0.09821166813251246, 0.2102022867194371, 0.32160656698915274, 0.2887716212254471, 0.0812078569334506]",100,0.3896218117854002,100,0.1596218117854001
ECON5_e_W54,llama31-instruct,"[0.07929515418502203, 0.1844346549192364, 0.28193832599118945, 0.34948604992657856, 0.10484581497797357]",100,0.4680616740088106,100,0.1387665198237885
ECON5_f_W54,llama31-instruct,"[0.10771041789287816, 0.1739258387286639, 0.31047675103001765, 0.3101824602707475, 0.09770453207769277]",100,0.4295232489699823,100,0.2093407886992348
ECON5_g_W54,llama31-instruct,"[0.23095097460129946, 0.24867099822799762, 0.17365623154164206, 0.06467808623744832, 0.2820437093916125]",100,0.7216656822209095,99,0.4182313387865661
ECON5_h_W54,llama31-instruct,"[0.13488783943329397, 0.1537780401416765, 0.23878394332939787, 0.2792207792207792, 0.19332939787485243]",99,0.4819952774498229,99,0.3001770956316411
ECON5_i_W54,llama31-instruct,"[0.13926670609107036, 0.1605558840922531, 0.2563571850975754, 0.2430514488468362, 0.20076877587226494]",100,0.5536428149024246,100,0.2000354819633353
ECON5_j_W54,llama31-instruct,"[0.08644516318729785, 0.14113496030579242, 0.30755660099970594, 0.32549250220523374, 0.13937077330197]",100,0.3669508967950603,100,0.2845074977947662
ECON5_k_W54,llama31-instruct,"[0.18672566371681415, 0.3386430678466077, 0.21622418879056046, 0.0808259587020649, 0.1775811209439528]",100,0.6229498525073747,99,0.3494144989720211
FAMSURV17_W50,llama31-instruct,"[0.5877652606759235, 0.1089861147498035, 0.07990568509300498, 0.11029604401362327, 0.11304689546764475]",99,0.1505108724128896,98,0.0702817149914721
IMPREASONGUN_W26,llama31-instruct,"[0.5009416195856874, 0.263653483992467, 0.14500941619585686, 0.04519774011299435, 0.04519774011299435]",97,0.375347040208127,86,0.3040117373976262
INDUSTRY_W27,llama31-instruct,"[0.1035958904109589, 0.2568493150684932, 0.19006849315068494, 0.12756849315068494, 0.3219178082191781]",95,0.1640230713770727,94,0.1624526377149519
MARRDUR_W50,llama31-instruct,"[0.053864168618266976, 0.10577673692427791, 0.11982825917252146, 0.25604996096799376, 0.4644808743169399]",97,0.3354619860450518,97,0.1785050339216302
ORIENTATIONMOD_W50,llama31-instruct,"[0.029216467463479414, 0.9098988660741649, 0.034528552456839307, 0.013178057002758198, 0.013178057002758198]",99,0.0698991137238148,97,0.060698259038917
