item_key,model,pew_dist,matched_n_valid,tv_matched,matched_ppa_n_valid,tv_matched_ppa
RACESURV47b_W43,qwen25-instruct,"[0.12037598544572468, 0.20830806549423894, 0.14129775621588841, 0.4105518496058217, 0.11946634323832626]",100,0.5794481503941783,98,0.5792440687615252
RACESURV47c_W43,qwen25-instruct,"[0.02034001214329083, 0.05312689738919247, 0.11900425015179114, 0.7468123861566485, 0.06071645415907711]",100,0.2531876138433515,100,0.2531876138433515
RACESURV47d_W43,qwen25-instruct,"[0.1676829268292683, 0.33201219512195124, 0.20213414634146343, 0.17164634146341465, 0.12652439024390244]",100,0.6679878048780488,99,0.2538463907366346
AGEMAJ_W41,qwen25-instruct,"[0.03709613083366574, 0.1364180295173514, 0.4323893099321899, 0.12046270442760271, 0.2736338252891903]",100,0.5476106900678102,100,0.3371479856402074
CLASS_W32,qwen25-instruct,"[0.016113438607798906, 0.21559780857234934, 0.4795359329680954, 0.2336448598130841, 0.05510796003867225]",100,0.5944021914276507,99,0.2417243657978431
COMMYRS_W32,qwen25-instruct,"[0.05106451096526333, 0.20954057947814952, 0.12822154634224428, 0.20617896590363374, 0.40499439731070913]",100,0.2588266367856572,99,0.1707631784468666
FAMNEAR_W32,qwen25-instruct,"[0.3331285831285831, 0.3441850941850942, 0.3104013104013104, 0.0, 0.012285012285012284]",100,0.3026863226863227,100,0.2226863226863226
GAP21Q15_a_W82,qwen25-instruct,"[0.06581494386372436, 0.23693379790940766, 0.2981029810298103, 0.32713898567557104, 0.07200929152148665]",100,0.452861014324429,100,0.5928610143244291
GAP21Q15_b_W82,qwen25-instruct,"[0.15027110766847404, 0.36212238574748257, 0.33501161890007747, 0.12742060418280401, 0.02517428350116189]",100,0.4478776142525174,100,0.512579395817196
GAP21Q15_c_W82,qwen25-instruct,"[0.12374323279195669, 0.41105955143078116, 0.3066511987625677, 0.14153132250580047, 0.017014694508894045]",100,0.5789404485692189,100,0.3684686774941995
GAP21Q15_d_W82,qwen25-instruct,"[0.45843045843045843, 0.36363636363636365, 0.1522921522921523, 0.021756021756021756, 0.003885003885003885]",100,0.6263636363636363,100,0.3846076146076145
GAP21Q15_e_W82,qwen25-instruct,"[0.168343653250774, 0.5, 0.27321981424148606, 0.053405572755417956, 0.005030959752321981]",100,0.5,100,0.2365944272445821
GAP21Q15_f_W82,qwen25-instruct,"[0.3009331259720062, 0.3973561430793157, 0.23522550544323484, 0.04354587869362364, 0.022939346811819597]",100,0.6026438569206842,100,0.2890979782270607
MADEUPSMCLICK_W45,qwen25-instruct,"[0.049187527448397016, 0.26570048309178745, 0.3708827404479578, 0.22112428634167763, 0.09310496267018006]",100,0.6291172595520422,100,0.2679929732103645
NEIGHINTERA_W32,qwen25-instruct,"[0.0592899621553433, 0.22454496305640656, 0.2760857812218418, 0.22868985402775274, 0.2113894395386556]",100,0.4752243647504054,100,0.4386105604613444
NEIGHINTERB_W32,qwen25-instruct,"[0.031287970838396115, 0.11786148238153099, 0.1743620899149453, 0.1852976913730255, 0.49119076549210205]",100,0.5647023086269745,100,0.1888092345078979
NEIGHINTERC_W32,qwen25-instruct,"[0.03961703532518983, 0.15516672169032683, 0.1868603499504787, 0.20964014526246286, 0.40871574777154174]",100,0.5834995047870584,100,0.2444239022779795
NEIGHINTERD_W32,qwen25-instruct,"[0.007345225603357817, 0.026232948583420776, 0.07904861839804127, 0.18607904861839805, 0.7012941587967821]",100,0.693920951381602,100,0.0526267925848198
NEIGHSAMEA_W32,qwen25-instruct,"[0.18164251207729468, 0.46618357487922707, 0.1497584541062802, 0.15475040257648953, 0.04766505636070854]",100,0.8452495974235105,100,0.5552495974235104
NEIGHSAMEB_W32,qwen25-instruct,"[0.07869918699186992, 0.4943089430894309, 0.19528455284552845, 0.19203252032520327, 0.03967479674796748]",100,0.6979674796747968,100,0.6292682926829267
NEIGHSAMEC_W32,qwen25-instruct,"[0.015538847117794486, 0.2509607351712615, 0.3263157894736842, 0.3284878863826232, 0.0786967418546366]",100,0.6715121136173767,100,0.5559732664995823
NEWSPREFV2_W45,qwen25-instruct,"[0.08992628992628993, 0.08746928746928746, 0.4018018018018018, 0.104995904995905, 0.3158067158067158]",100,0.5641932841932842,100,0.4341932841932842
PWMAN2_W49,qwen25-instruct,"[0.3829169087739686, 0.1167925624636839, 0.368390470656595, 0.031958163858221963, 0.0999418942475305]",100,0.4902905287623475,100,0.310348634514817
RACESURV47e_W43,qwen25-instruct,"[0.22922374429223744, 0.3318112633181126, 0.14124809741248098, 0.16529680365296803, 0.1324200913242009]",100,0.3616438356164384,100,0.2834550989345509
RACESURV47f_W43,qwen25-instruct,"[0.11895345299665348, 0.18101612412534226, 0.1524186188013386, 0.43595984180103436, 0.11165196227563128]",100,0.5640401581989656,96,0.5640401581989656
RACESURV5a_W43,qwen25-instruct,"[0.4633515815085158, 0.19114963503649635, 0.06265206812652069, 0.035583941605839414, 0.24726277372262773]",100,0.3454987834549878,100,0.3088503649635036
RACESURV5c_W43,qwen25-instruct,"[0.05751673767498478, 0.11320754716981132, 0.3600121728545344, 0.19430919050517345, 0.27495435179549604]",100,0.6399878271454655,100,0.2899878271454656
RACESURV5d_W43,qwen25-instruct,"[0.09434537418076512, 0.27023319615912206, 0.1867093430879439, 0.03475080018289895, 0.41396128638926993]",100,0.6354214296601128,100,0.22603871361073
RACESURV5e_W43,qwen25-instruct,"[0.06453576864535769, 0.1512937595129376, 0.2447488584474886, 0.182648401826484, 0.3567732115677321]",100,0.7552511415525114,100,0.5626027397260274
RACESURV5f_W43,qwen25-instruct,"[0.10836385836385837, 0.1623931623931624, 0.17032967032967034, 0.04120879120879121, 0.5177045177045178]",100,0.7092429792429793,100,0.3099023199023198
RACESURV5g_W43,qwen25-instruct,"[0.030755176613885507, 0.04354445797807552, 0.321863580998782, 0.3447015834348356, 0.25913520097442144]",100,0.678136419001218,100,0.298136419001218
RACESURV5h_W43,qwen25-instruct,"[0.12640877246420956, 0.19433445019798964, 0.10417301248857752, 0.0487359122753579, 0.5263478525738654]",100,0.7014925373134329,100,0.4770910752360646
RACESURV5i_W43,qwen25-instruct,"[0.4184634072274522, 0.26632250227755844, 0.06225326450045551, 0.02459763133920437, 0.22836319465532948]",100,0.641424233221986,100,0.3968266018827817
RACESURV5j_W43,qwen25-instruct,"[0.07145028884159318, 0.15171784737002128, 0.4262693827911219, 0.12161751292186075, 0.22894496807540285]",100,0.4220127698388568,100,0.2321131042870173
RACESURV5k_W43,qwen25-instruct,"[0.018793573810245528, 0.023340406183692028, 0.18945134889360413, 0.6877841770233404, 0.08063049408911792]",100,0.3122158229766596,100,0.3122158229766596
RACESURV5l_W43,qwen25-instruct,"[0.8072837632776935, 0.09408194233687406, 0.014871016691957511, 0.01881638846737481, 0.06494688922610015]",100,0.1827162367223065,100,0.0649468892261001
RACESURV9_W43,qwen25-instruct,"[0.12557271338876633, 0.4221958255557441, 0.12591209910062787, 0.02647208552519939, 0.2998472764296623]",100,0.441892075343628,100,0.4040879008993721
RESTRICTWHO_W45,qwen25-instruct,"[0.12199539018768521, 0.09614751399407309, 0.20217319723411262, 0.5393480408297662, 0.04033585775436286]",100,0.543852486005927,100,0.3238524860059268
ROMRELDUR_W50,qwen25-instruct,"[0.12362030905077263, 0.11479028697571744, 0.16556291390728478, 0.39514348785871967, 0.20088300220750552]",100,0.5048565121412804,92,0.2083213360207313
SMSHARE_W45,qwen25-instruct,"[0.07827230870423153, 0.2797632098224074, 0.24402543301907476, 0.03639552729664547, 0.3615435211576409]",100,0.7917276912957685,100,0.6119644814733611
SOCIETY_JBCLL_W92,qwen25-instruct,"[0.08861508132084771, 0.24337111877772302, 0.29788072942336125, 0.29719073435189747, 0.07294233612617053]",100,0.516628881222277,100,0.2878807294233612
SOCIETY_RHIST_W92,qwen25-instruct,"[0.3104910274107671, 0.2268783277460067, 0.19305856832971802, 0.15066061920725696, 0.11891145730625123]",100,0.7531216722539934,100,0.2926306448432262
SOCIETY_WHT_W92,qwen25-instruct,"[0.06305593990907293, 0.07817750543585689, 0.64657046847203, 0.12680371614943664, 0.08539237003360348]",100,0.6850187784147065,100,0.46657046847203
TRACKCO1a_W49,qwen25-instruct,"[0.4138093001409112, 0.330201972757163, 0.17895725692813527, 0.04133395960544857, 0.035697510568341945]",100,0.2661906998590888,100,0.4961906998590887
TRACKCO1b_W49,qwen25-instruct,"[0.11137218045112782, 0.19407894736842105, 0.3956766917293233, 0.19830827067669174, 0.10056390977443609]",100,0.535921052631579,100,0.5745488721804511
TRACKGOV1a_W49,qwen25-instruct,"[0.22458628841607564, 0.23120567375886525, 0.31725768321513004, 0.14988179669030732, 0.07706855791962175]",100,0.6827423167848699,100,0.3581560283687943
TRACKGOV1b_W49,qwen25-instruct,"[0.09764150943396227, 0.12028301886792453, 0.33160377358490567, 0.2849056603773585, 0.16556603773584905]",100,0.6683962264150943,100,0.480754716981132
USMILSIZ_W92,qwen25-instruct,"[0.06100347739692002, 0.13303527074018878, 0.4299056135121709, 0.26070541480377546, 0.11535022354694485]",100,0.4469647292598111,100,0.1952558370591157
WORRY2a_W54,qwen25-instruct,"[0.21701566847269, 0.15287743447063992, 0.2666569043783863, 0.17835700688241324, 0.18509298579587055]",100,0.6533430956216136,100,0.3749860887392005
WORRY2b_W54,qwen25-instruct,"[0.100140383715489, 0.07814693495554516, 0.28731867103416003, 0.30978006551240056, 0.22461394478240523]",100,0.49268132896584,100,0.2929012634534393
WORRY2c_W54,qwen25-instruct,"[0.20301081555100847, 0.14440222157263957, 0.2870505700087694, 0.21923414206372405, 0.14630225080385853]",100,0.4737152879275065,97,0.2875297209171973
WORRY2d_W54,qwen25-instruct,"[0.19078273591806877, 0.16356986100950988, 0.378054133138259, 0.1745427944403804, 0.09305047549378201]",100,0.3111631309436722,99,0.237290239631132
WORRY2e_W54,qwen25-instruct,"[0.23736328702335205, 0.1854862548034289, 0.3347620455217263, 0.13331362695832102, 0.10907478569317174]",100,0.6152379544782737,100,0.1952379544782737
SOCIETY_TRANS_W92,qwen3-8b,"[0.18478260869565216, 0.14535573122529644, 0.2690711462450593, 0.15632411067193677, 0.24446640316205534]",100,0.549209486166008,100,0.3738537549407114
SOCIETY_RELG_W92,qwen3-8b,"[0.22148711365656168, 0.2519996050162931, 0.32507159079687964, 0.09647477041572035, 0.10496692011454528]",100,0.3684536387874001,100,0.3115256245679866
SOCIETY_GUNS_W92,qwen3-8b,"[0.3616707616707617, 0.1841769041769042, 0.2454054054054054, 0.1142997542997543, 0.09444717444717445]",100,0.424029484029484,100,0.2898525798525798
SOCIETY_SSM_W92,qwen3-8b,"[0.18628706531376218, 0.11368338094768989, 0.33011525958033694, 0.10550684661609694, 0.2644074475421141]",100,0.4064023248940991,100,0.4408097724362131
LEGALIMMIGAMT_W92,qwen3-8b,"[0.12687312687312688, 0.12517482517482517, 0.44755244755244755, 0.189010989010989, 0.11138861138861139]",100,0.300989010989011,100,0.278941058941059
ETHNCMAJMOD_W41,qwen3-8b,"[0.07188498402555911, 0.15215654952076677, 0.4221246006389776, 0.17492012779552715, 0.17891373801916932]",100,0.6461661341853037,100,0.3642811501597444
INTRMAR_W41,qwen3-8b,"[0.03588516746411483, 0.0773524720893142, 0.3975279106858054, 0.19497607655502391, 0.2942583732057416]",100,0.5107655502392344,100,0.3891387559808612
RACESURV5b_W43,qwen3-8b,"[0.31236673773987206, 0.30414255254340544, 0.22738349070971672, 0.09016143770941212, 0.06594578129759367]",100,0.687633262260128,100,0.4076332622601279
ECON5_d_W54,qwen3-8b,"[0.5126173708920188, 0.14231220657276994, 0.0710093896713615, 0.1613849765258216, 0.11267605633802817]",100,0.3050704225352112,100,0.29768779342723
ECON5_b_W54,qwen3-8b,"[0.03525264394829612, 0.0572855464159812, 0.17391304347826086, 0.1627497062279671, 0.5707990599294948]",100,0.7272502937720329,100,0.6047121034077556
EAT1_W34,qwen3-8b,"[0.018167456556082148, 0.14533965244865718, 0.30963665086887837, 0.40442338072669826, 0.12243285939968404]",100,0.3655766192733017,100,0.2774091627172196
EAT2_W34,qwen3-8b,"[0.0383399209486166, 0.308300395256917, 0.3075098814229249, 0.25612648221343876, 0.08972332015810276]",100,0.4363636363636363,100,0.3880237154150197
PP1_W49,qwen3-8b,"[0.020666979802724285, 0.1592296852982621, 0.23790511977454204, 0.3233912635039925, 0.2588069516204791]",100,0.3878017848755284,100,0.117905119774542
CAREREL_W27,qwen3-8b,"[0.37827352085354027, 0.2655189136760427, 0.1316682832201746, 0.12390882638215325, 0.10063045586808923]",100,0.3562075654704171,100,0.3362075654704171
CARS4_W27,qwen3-8b,"[0.07364341085271318, 0.5985949612403101, 0.21705426356589147, 0.03972868217054264, 0.07097868217054264]",100,0.3414050387596898,100,0.0832170542635658
COHABDUR_W50,qwen3-8b,"[0.15601965601965603, 0.25552825552825553, 0.1941031941031941, 0.19656019656019655, 0.1977886977886978]",100,0.5003685503685503,100,0.2093366093366093
ECON5_a_W54,qwen3-8b,"[0.0919085312225154, 0.23995895631779537, 0.3059220170038112, 0.13910876575784228, 0.22310172969803577]",100,0.5540779829961888,100,0.1540779829961888
ECON5_c_W54,qwen3-8b,"[0.09821166813251246, 0.2102022867194371, 0.32160656698915274, 0.2887716212254471, 0.0812078569334506]",100,0.6383934330108473,100,0.2971855760773966
ECON5_e_W54,qwen3-8b,"[0.07929515418502203, 0.1844346549192364, 0.28193832599118945, 0.34948604992657856, 0.10484581497797357]",100,0.6080616740088106,100,0.0837298091042584
ECON5_f_W54,qwen3-8b,"[0.10771041789287816, 0.1739258387286639, 0.31047675103001765, 0.3101824602707475, 0.09770453207769277]",100,0.6195232489699823,100,0.2595232489699823
ECON5_g_W54,qwen3-8b,"[0.23095097460129946, 0.24867099822799762, 0.17365623154164206, 0.06467808623744832, 0.2820437093916125]",100,0.5563437684583579,100,0.2416656822209096
ECON5_h_W54,qwen3-8b,"[0.13488783943329397, 0.1537780401416765, 0.23878394332939787, 0.2792207792207792, 0.19332939787485243]",100,0.4819952774498229,100,0.4019952774498229
ECON5_i_W54,qwen3-8b,"[0.13926670609107036, 0.1605558840922531, 0.2563571850975754, 0.2430514488468362, 0.20076877587226494]",100,0.5236428149024246,100,0.3005913660555884
ECON5_j_W54,qwen3-8b,"[0.08644516318729785, 0.14113496030579242, 0.30755660099970594, 0.32549250220523374, 0.13937077330197]",100,0.3669508967950603,100,0.2769508967950603
ECON5_k_W54,qwen3-8b,"[0.18672566371681415, 0.3386430678466077, 0.21622418879056046, 0.0808259587020649, 0.1775811209439528]",100,0.3651327433628318,100,0.2038053097345132
FAMSURV17_W50,qwen3-8b,"[0.5877652606759235, 0.1089861147498035, 0.07990568509300498, 0.11029604401362327, 0.11304689546764475]",100,0.1608121561435682,100,0.1007178412365732
IMPREASONGUN_W26,qwen3-8b,"[0.5009416195856874, 0.263653483992467, 0.14500941619585686, 0.04519774011299435, 0.04519774011299435]",100,0.4890583804143126,100,0.3090583804143126
INDUSTRY_W27,qwen3-8b,"[0.1035958904109589, 0.2568493150684932, 0.19006849315068494, 0.12756849315068494, 0.3219178082191781]",100,0.3630821917808219,100,0.3387671232876712
MARRDUR_W50,qwen3-8b,"[0.053864168618266976, 0.10577673692427791, 0.11982825917252146, 0.25604996096799376, 0.4644808743169399]",100,0.4941217798594848,100,0.1600858704137392
ORIENTATIONMOD_W50,qwen3-8b,"[0.029216467463479414, 0.9098988660741649, 0.034528552456839307, 0.013178057002758198, 0.013178057002758198]",100,0.1922933905404025,100,0.4498988660741649
RACESURV18a_W43,qwen3-8b,"[0.06681852695520121, 0.4510250569476082, 0.29916476841306, 0.05907365223993925, 0.12391799544419134]",100,0.7008352315869399,100,0.3869172361427486
RACESURV18b_W43,qwen3-8b,"[0.09291362530413626, 0.4431265206812652, 0.20027372262773724, 0.0364963503649635, 0.2271897810218978]",100,0.7997262773722627,100,0.6497262773722629
RACESURV18c_W43,qwen3-8b,"[0.0425402613187481, 0.39668793679732606, 0.38726830750531754, 0.09693102400486174, 0.07657247037374658]",100,0.6127316924946824,100,0.4061592221209358
RACESURV18d_W43,qwen3-8b,"[0.14900410521514368, 0.5663676448228676, 0.09578835335259236, 0.014900410521514367, 0.173939486087882]",100,0.33784400182454,100,0.2493112361258933
RACESURV18e_W43,qwen3-8b,"[0.05360668185269552, 0.352619589977221, 0.21305998481397115, 0.03826879271070615, 0.3424449506454062]",100,0.6669400151860289,100,0.2169400151860288
RACESURV18f_W43,qwen3-8b,"[0.0670722433460076, 0.3767300380228137, 0.1314068441064639, 0.02053231939163498, 0.40425855513307984]",100,0.7485931558935361,100,0.3085931558935361
RACESURV2_W43,qwen3-8b,"[0.6171497584541062, 0.18115942028985507, 0.042270531400966184, 0.010869565217391304, 0.14855072463768115]",100,0.2228502415458937,100,0.1519806763285024
RACESURV34a_W43,qwen3-8b,"[0.12206644315757391, 0.21365437366656506, 0.16808899725693385, 0.06949100883876867, 0.4266991770801585]",100,0.428256629076501,100,0.2547881743370923
RACESURV34b_W43,qwen3-8b,"[0.1365571776155718, 0.2215632603406326, 0.21380778588807786, 0.06067518248175183, 0.36739659367396593]",100,0.3184367396593674,100,0.2512043795620438
RACESURV34c_W43,qwen3-8b,"[0.15776662102540698, 0.19078046554084893, 0.2031036056595162, 0.1597444089456869, 0.288604898828541]",100,0.519219534459151,100,0.2917085044880572
RACESURV34d_W43,qwen3-8b,"[0.6381878990574643, 0.17862572210398298, 0.035421100638491944, 0.02508361204013378, 0.12268166615992702]",100,0.211374277896017,100,0.1808695652173913
RACESURV34e_W43,qwen3-8b,"[0.25232221714633774, 0.3630272574996193, 0.05451499923861733, 0.02436424546977311, 0.3057712806456525]",100,0.3624577432617634,100,0.2487985381452718
RACESURV40_W43,qwen3-8b,"[0.10984615384615384, 0.6496923076923077, 0.1453846153846154, 0.0, 0.09507692307692307]",100,0.3403076923076923,100,0.1247692307692307
RACESURV41_W43,qwen3-8b,"[0.058936272160996644, 0.4266091678645584, 0.368471490177288, 0.0, 0.145983069797157]",100,0.5133908321354416,100,0.314454559974445
RACESURV44_W43,qwen3-8b,"[0.12837108953613807, 0.6045615657266142, 0.13807982740021574, 0.0, 0.1289875173370319]",100,0.25735860687317,100,0.1229326552627523
RACESURV45_W43,qwen3-8b,"[0.04443672973442111, 0.31921541399062664, 0.39802117687901406, 0.0, 0.2383266793959382]",100,0.6107845860093735,100,0.5655632702655788
RACESURV47a_W43,qwen3-8b,"[0.1975121359223301, 0.23270631067961164, 0.12408980582524272, 0.2503033980582524, 0.1953883495145631]",100,0.7196966019417477,100,0.5296966019417476
RACESURV47b_W43,qwen3-8b,"[0.12037598544572468, 0.20830806549423894, 0.14129775621588841, 0.4105518496058217, 0.11946634323832626]",100,0.3181503941782898,100,0.3994481503941783
RACESURV47c_W43,qwen3-8b,"[0.02034001214329083, 0.05312689738919247, 0.11900425015179114, 0.7468123861566485, 0.06071645415907711]",100,0.2131876138433515,100,0.0741833636915604
RACESURV47d_W43,qwen3-8b,"[0.1676829268292683, 0.33201219512195124, 0.20213414634146343, 0.17164634146341465, 0.12652439024390244]",100,0.5879878048780488,100,0.2363414634146341
AGEMAJ_W41,qwen3-8b,"[0.03709613083366574, 0.1364180295173514, 0.4323893099321899, 0.12046270442760271, 0.2736338252891903]",100,0.4076106900678101,100,0.1571479856402074
CLASS_W32,qwen3-8b,"[0.016113438607798906, 0.21559780857234934, 0.4795359329680954, 0.2336448598130841, 0.05510796003867225]",100,0.5204640670319046,100,0.3892426683854334
COMMYRS_W32,qwen3-8b,"[0.05106451096526333, 0.20954057947814952, 0.12822154634224428, 0.20617896590363374, 0.40499439731070913]",100,0.3155994877541219,100,0.3745349767888586
FAMNEAR_W32,qwen3-8b,"[0.3331285831285831, 0.3441850941850942, 0.3104013104013104, 0.0, 0.012285012285012284]",100,0.6558149058149058,100,0.3535298935298935
GAP21Q15_a_W82,qwen3-8b,"[0.06581494386372436, 0.23693379790940766, 0.2981029810298103, 0.32713898567557104, 0.07200929152148665]",100,0.8779907084785135,100,0.4408517228029424
GAP21Q15_b_W82,qwen3-8b,"[0.15027110766847404, 0.36212238574748257, 0.33501161890007747, 0.12742060418280401, 0.02517428350116189]",100,0.1425793958171959,100,0.4174051123160341
GAP21Q15_c_W82,qwen3-8b,"[0.12374323279195669, 0.41105955143078116, 0.3066511987625677, 0.14153132250580047, 0.017014694508894045]",100,0.5533488012374324,100,0.4618174787316318
GAP21Q15_d_W82,qwen3-8b,"[0.45843045843045843, 0.36363636363636365, 0.1522921522921523, 0.021756021756021756, 0.003885003885003885]",100,0.5176845376845377,100,0.1807226107226107
GAP21Q15_e_W82,qwen3-8b,"[0.168343653250774, 0.5, 0.27321981424148606, 0.053405572755417956, 0.005030959752321981]",100,0.5016563467492261,100,0.368250773993808
GAP21Q15_f_W82,qwen3-8b,"[0.3009331259720062, 0.3973561430793157, 0.23522550544323484, 0.04354587869362364, 0.022939346811819597]",100,0.2374183514774494,100,0.3264541213063763
MADEUPSMCLICK_W45,qwen3-8b,"[0.049187527448397016, 0.26570048309178745, 0.3708827404479578, 0.22112428634167763, 0.09310496267018006]",100,0.4391172595520421,100,0.1342292490118577
NEIGHINTERA_W32,qwen3-8b,"[0.0592899621553433, 0.22454496305640656, 0.2760857812218418, 0.22868985402775274, 0.2113894395386556]",100,0.4652243647504054,100,0.1932348170841593
NEIGHINTERB_W32,qwen3-8b,"[0.031287970838396115, 0.11786148238153099, 0.1743620899149453, 0.1852976913730255, 0.49119076549210205]",100,0.6103402187120291,100,0.3643499392466586
NEIGHINTERC_W32,qwen3-8b,"[0.03961703532518983, 0.15516672169032683, 0.1868603499504787, 0.20964014526246286, 0.40871574777154174]",100,0.5534995047870584,100,0.2838824694618685
NEIGHINTERD_W32,qwen3-8b,"[0.007345225603357817, 0.026232948583420776, 0.07904861839804127, 0.18607904861839805, 0.7012941587967821]",100,0.703920951381602,100,0.3475271073802028
NEIGHSAMEA_W32,qwen3-8b,"[0.18164251207729468, 0.46618357487922707, 0.1497584541062802, 0.15475040257648953, 0.04766505636070854]",100,0.7302415458937199,100,0.6354911433172302
NEIGHSAMEB_W32,qwen3-8b,"[0.07869918699186992, 0.4943089430894309, 0.19528455284552845, 0.19203252032520327, 0.03967479674796748]",100,0.7847154471544715,100,0.5826829268292684
NEIGHSAMEC_W32,qwen3-8b,"[0.015538847117794486, 0.2509607351712615, 0.3263157894736842, 0.3284878863826232, 0.0786967418546366]",100,0.4636842105263158,100,0.3459732664995823
NEWSPREFV2_W45,qwen3-8b,"[0.08992628992628993, 0.08746928746928746, 0.4018018018018018, 0.104995904995905, 0.3158067158067158]",100,0.3117280917280917,100,0.1192710892710892
PWMAN2_W49,qwen3-8b,"[0.3829169087739686, 0.1167925624636839, 0.368390470656595, 0.031958163858221963, 0.0999418942475305]",100,0.7132655432887857,100,0.4313073794305636
RACESURV47e_W43,qwen3-8b,"[0.22922374429223744, 0.3318112633181126, 0.14124809741248098, 0.16529680365296803, 0.1324200913242009]",100,0.6581887366818874,100,0.3881887366818874
RACESURV47f_W43,qwen3-8b,"[0.11895345299665348, 0.18101612412534226, 0.1524186188013386, 0.43595984180103436, 0.11165196227563128]",100,0.6789838758746578,100,0.5289838758746578
RACESURV5a_W43,qwen3-8b,"[0.4633515815085158, 0.19114963503649635, 0.06265206812652069, 0.035583941605839414, 0.24726277372262773]",100,0.5588503649635037,100,0.4206143552311435
RACESURV5c_W43,qwen3-8b,"[0.05751673767498478, 0.11320754716981132, 0.3600121728545344, 0.19430919050517345, 0.27495435179549604]",100,0.5167802799756542,100,0.224954351795496
RACESURV5d_W43,qwen3-8b,"[0.09434537418076512, 0.27023319615912206, 0.1867093430879439, 0.03475080018289895, 0.41396128638926993]",100,0.5454214296601129,100,0.2206706294772138
RACESURV5e_W43,qwen3-8b,"[0.06453576864535769, 0.1512937595129376, 0.2447488584474886, 0.182648401826484, 0.3567732115677321]",100,0.6952511415525113,100,0.4626027397260274
RACESURV5f_W43,qwen3-8b,"[0.10836385836385837, 0.1623931623931624, 0.17032967032967034, 0.04120879120879121, 0.5177045177045178]",100,0.6372771672771673,100,0.3160683760683761
RACESURV5g_W43,qwen3-8b,"[0.030755176613885507, 0.04354445797807552, 0.321863580998782, 0.3447015834348356, 0.25913520097442144]",100,0.478136419001218,100,0.2234348355663824
RACESURV5h_W43,qwen3-8b,"[0.12640877246420956, 0.19433445019798964, 0.10417301248857752, 0.0487359122753579, 0.5263478525738654]",100,0.6914925373134329,100,0.512756625038075
RACESURV5i_W43,qwen3-8b,"[0.4184634072274522, 0.26632250227755844, 0.06225326450045551, 0.02459763133920437, 0.22836319465532948]",100,0.6514242332219861,100,0.4668266018827817
RACESURV5j_W43,qwen3-8b,"[0.07145028884159318, 0.15171784737002128, 0.4262693827911219, 0.12161751292186075, 0.22894496807540285]",100,0.3268318637883856,100,0.3052143508665247
RACESURV5k_W43,qwen3-8b,"[0.018793573810245528, 0.023340406183692028, 0.18945134889360413, 0.6877841770233404, 0.08063049408911792]",100,0.3122158229766596,100,0.2222158229766596
RACESURV5l_W43,qwen3-8b,"[0.8072837632776935, 0.09408194233687406, 0.014871016691957511, 0.01881638846737481, 0.06494688922610015]",100,0.1127162367223065,100,0.3622306525037936
RACESURV9_W43,qwen3-8b,"[0.12557271338876633, 0.4221958255557441, 0.12591209910062787, 0.02647208552519939, 0.2998472764296623]",100,0.5478041744442559,100,0.2576158153741727
RESTRICTWHO_W45,qwen3-8b,"[0.12199539018768521, 0.09614751399407309, 0.20217319723411262, 0.5393480408297662, 0.04033585775436286]",100,0.1916792887718142,100,0.2516792887718143
ROMRELDUR_W50,qwen3-8b,"[0.12362030905077263, 0.11479028697571744, 0.16556291390728478, 0.39514348785871967, 0.20088300220750552]",100,0.4292935982339955,100,0.2792935982339956
SMSHARE_W45,qwen3-8b,"[0.07827230870423153, 0.2797632098224074, 0.24402543301907476, 0.03639552729664547, 0.3615435211576409]",100,0.5919644814733611,100,0.4619644814733611
SOCIETY_JBCLL_W92,qwen3-8b,"[0.08861508132084771, 0.24337111877772302, 0.29788072942336125, 0.29719073435189747, 0.07294233612617053]",100,0.3894381468703795,100,0.4580137999014292
SOCIETY_RHIST_W92,qwen3-8b,"[0.3104910274107671, 0.2268783277460067, 0.19305856832971802, 0.15066061920725696, 0.11891145730625123]",100,0.2819700256359693,100,0.2819700256359693
SOCIETY_WHT_W92,qwen3-8b,"[0.06305593990907293, 0.07817750543585689, 0.64657046847203, 0.12680371614943664, 0.08539237003360348]",100,0.3031962838505633,100,0.2750187784147064
TRACKCO1a_W49,qwen3-8b,"[0.4138093001409112, 0.330201972757163, 0.17895725692813527, 0.04133395960544857, 0.035697510568341945]",100,0.4908407703147017,100,0.3710427430718647
TRACKCO1b_W49,qwen3-8b,"[0.11137218045112782, 0.19407894736842105, 0.3956766917293233, 0.19830827067669174, 0.10056390977443609]",100,0.465921052631579,100,0.2129511278195489
TRACKGOV1a_W49,qwen3-8b,"[0.22458628841607564, 0.23120567375886525, 0.31725768321513004, 0.14988179669030732, 0.07706855791962175]",100,0.59274231678487,100,0.3027423167848699
TRACKGOV1b_W49,qwen3-8b,"[0.09764150943396227, 0.12028301886792453, 0.33160377358490567, 0.2849056603773585, 0.16556603773584905]",100,0.5383962264150943,100,0.330754716981132
USMILSIZ_W92,qwen3-8b,"[0.06100347739692002, 0.13303527074018878, 0.4299056135121709, 0.26070541480377546, 0.11535022354694485]",100,0.3092945851962245,100,0.2262593144560357
WORRY2a_W54,qwen3-8b,"[0.21701566847269, 0.15287743447063992, 0.2666569043783863, 0.17835700688241324, 0.18509298579587055]",100,0.7333430956216136,100,0.3949860887392005
