item_key,baseline_tv,ppa_tv,describe_tv,vs_tv,domain,pew_entropy,entropy_bucket,source
NEIGHSAMEB_W32,0.46569105691056906,0.16569105691056912,0.2443089430894309,0.2443089430894309,FACTS,0.8153227303849041,LO_ENT,E13_50
NEIGHSAMEC_W32,0.5190392648287385,0.3105513784461153,0.15576441102756894,0.15576441102756894,FACTS,0.8343539066334568,LO_ENT,E13_50
NEWSPREFV2_W45,0.3242669942669943,0.21239148239148237,0.2676085176085176,0.2676085176085176,VALUES,0.867842616683985,LO_ENT,E13_50
PWMAN2_W49,0.46326554328878555,0.45326554328878554,0.3013073794305636,0.4013073794305636,VALUES,0.824185707601905,LO_ENT,E13_50
RACESURV47e_W43,0.5269406392694064,0.393455098934551,0.19345509893455096,0.09771689497716896,VALUES,0.9602273057694928,HI_ENT,E13_50
RACESURV47f_W43,0.5640401581989656,0.5640401581989656,0.16162153939762702,0.11162153939762703,VALUES,0.9047124926134709,HI_ENT,E13_50
RACESURV5a_W43,0.35664841849148415,0.07380170316301707,0.2133515815085158,0.2606143552311435,VALUES,0.8142579128493037,LO_ENT,E13_50
RACESURV5c_W43,0.43567863664029216,0.37569080949482647,0.25432136335970784,0.25432136335970784,VALUES,0.9021878882185733,HI_ENT,E13_50
RACESURV5d_W43,0.13932937052278618,0.3612879134278312,0.13419448254839203,0.13419448254839203,VALUES,0.8521682244309428,LO_ENT,E13_50
RACESURV5e_W43,0.787351598173516,0.6773515981735159,0.12260273972602741,0.15806697108066972,VALUES,0.9228828912704456,HI_ENT,E13_50
RACESURV5f_W43,0.4722954822954823,0.4122954822954823,0.21770451770451774,0.21770451770451774,VALUES,0.8137856660352552,LO_ENT,E13_50
RACESURV5g_W43,0.6152984165651645,0.5752984165651644,0.36656516443361753,0.21656516443361754,VALUES,0.8235743431089331,LO_ENT,E13_50
RACESURV5h_W43,0.42068230277185503,0.460682302771855,0.22634785257386542,0.22634785257386542,VALUES,0.8080206919721385,LO_ENT,E13_50
